TRACTCE,date_Opened,docket_number,problem code,Process Type,Type of Eviction,Result,Is Section 8 Client?,Other subsidized housing?,Originally a no-cause case?,language,gender,race,marital,veteran_household,disabled,disabled person in household,female-headed household?,seniors in household?,occupation,poverty,income,income1,adults,children,number of persons in household,client_age,ageRange,main benefit,city,zip,special problem code 2,special problem code 3,
601000,7/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,56.84,11420,Welfare (CAL Works),2,1,3,29,Adult,,Daly City,94015,6790 FC Other issues,,
601000,7/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Other,Unknown,No,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,44,Adult,,Daly City,94015,6790 FC Other issues,,
601000,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,98.97,24000,Employment or Self-Employment,2,2,4,39,Adult,,Daly City,94015,,,
601000,9/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,76.20,31158,Employment or Self-Employment,3,7,10,48,Adult,,Daly City,94015,,,
601100,7/17/2012,CLJ206086,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Black/African American,P,Unknown,No,Unknown,Unknown,Unknown,Employed,179.19,36000,Employment or Self-Employment,1,2,3,48,Adult,610 UD-settlement move out,Daly City,94015,,,
601100,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,S,No,No,Unknown,Unknown,Unknown,Could Not Determine,0.00,0,Other/Unknown,2,1,3,33,Adult,,Daly City,94015,6790 FC Other issues,,
601200,9/18/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Other,F,Asian: Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,126.72,36000,Employment or Self-Employment,3,2,5,35,Adult,,Daly City,94015,,,
601200,9/21/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,343.92,83400,Employment or Self-Employment,2,2,4,37,Adult,,Daly City,94015,6790 FC Other issues,,
601200,10/15/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,DP,No,No,Unknown,Unknown,Unknown,Employed,115.26,26568,Employment or Self-Employment,2,2,4,34,Adult,,Daly City,94015,,,
601300,10/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,89.07,21600,Employment or Self-Employment,1,3,4,34,Adult,602 Extended time in home before eviction,Daly City,94014,,,
601300,7/3/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Other,F,Black/African American & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,89.10,21606,General Assistance,2,2,4,28,Adult,,Daly City,94014,,,
601300,7/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,S,Unknown,Unknown,Unknown,Yes,Unknown,Could Not Determine,93.19,10968,Social Security Benefits (All Types),1,0,1,42,Adult,,Daly City,94014,,,
601300,7/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,34.64,8400,Employment or Self-Employment,2,2,4,47,Adult,,Daly City,94014,,,
601300,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,122.34,14400,Employment or Self-Employment,1,0,1,42,Adult,,Daly City,94014,,,
601300,9/18/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,F,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,262.32,63612,Employment or Self-Employment,3,1,4,48,Adult,,Daly City,94014,,,
601300,9/25/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,S,Unknown,Unknown,Unknown,Yes,Unknown,Employed,173.22,27594,Employment or Self-Employment,1,1,2,35,Adult,,Daly City,94014,,,
601300,10/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,F,Asian: Filipino,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,62.51,17760,Employment or Self-Employment,3,2,5,28,Adult,,Daly City,94014,,,
601300,11/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Employed,311.00,84000,Employment or Self-Employment,4,1,5,50,Adult,,Daly City,94014,6790 FC Other issues,,
601300,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,S,No,No,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,1,2,30,Adult,,Daly City,94014,,,
601300,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,100.58,19200,Employment or Self-Employment,3,0,3,52,Adult,,Daly City,94014,,,
601400,7/10/2012,CLJ206222,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,D,Unknown,No,Unknown,Yes,Unknown,Employed,165.80,26412,Employment or Self-Employment,1,1,2,48,Adult,610 UD-settlement move out,Daly City,94015,,,
601400,11/6/2012,CLJ206921,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Employed,237.94,36000,Employment or Self-Employment,2,Unknown,2,24,Adult,611 UD-settlement pay&stay,Daly City,94015,,,
601400,7/10/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,55,Adult,,Daly City,94015,,,
601400,10/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,89.07,21600,Employment or Self-Employment,3,1,4,48,Adult,,Daly City,94015,,,
601400,10/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Tagalog,F,Asian & White,M,No,No,Unknown,Unknown,Unknown,Employed,125.72,24000,Employment or Self-Employment,2,1,3,48,Adult,,Daly City,94014,,,
601501,10/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Tagalog,F,Asian: Filipino,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,173.42,34840,Employment or Self-Employment,3,0,3,57,Adult,602 Extended time in home before eviction,Daly City,94015,6990 Other housing,,
601501,7/16/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian: Unspecified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,286.25,45600,Employment or Self-Employment,2,0,2,Unknown,Unknown,,Daly City,,6790 FC Other issues,,
601501,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian: Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,173.20,42000,Employment or Self-Employment,3,1,4,Unknown,Unknown,,Daly City,94015,6790 FC Other issues,,
601502,8/3/2012,CLJ206372,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,White,S,Unknown,No,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,1,0,1,42,Adult,610 UD-settlement move out,Daly City,94015,,,
601502,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,0.00,0,Other/Unknown,2,2,4,34,Adult,,Daly City,94015,,,
601502,8/17/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,112.99,18000,Employment or Self-Employment,2,0,2,45,Adult,,San Francisco,94116,,,
601502,9/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,83.57,16790,Employment or Self-Employment,1,2,3,Unknown,Unknown,,Daly City,94015,6990 Other housing,,
601601,9/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,125.25,40794,Employment or Self-Employment,5,1,6,53,Adult,602 Extended time in home before eviction,Colma,94014,,,
601601,7/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian: Chinese,D,Unknown,No,Unknown,Unknown,Unknown,Self-Employed,185.12,37190,Employment or Self-Employment,2,1,3,29,Adult,,Daly City,94014,,,
601601,9/4/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,89.60,18000,Employment or Self-Employment,3,0,3,58,Adult,,Colma,94014,6990 Other housing,,
601601,10/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Employed,232.95,46800,Other/Unknown,2,1,3,26,Adult,,Colma,94014,,,
601601,10/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,D,Unknown,Yes,Yes,Unknown,Yes,Not Employed,0.00,0,Other/Unknown,5,0,5,61,Senior (60+),,Daly City,94014,,,
601603,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,M,Asian: Japanese,M,Unknown,No,Unknown,Unknown,Unknown,Not Employed,212.77,51596,Employment or Self-Employment,3,1,4,57,Adult,602 Extended time in home before eviction,Daly City,94015,,,
601604,10/9/2012,CLJ206824,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Employed,215.30,52210,Employment or Self-Employment,2,2,4,27,Adult,610 UD-settlement move out,Daly City,94015,,,
601605,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,286.71,57600,Employment or Self-Employment,3,0,3,Unknown,Unknown,602 Extended time in home before eviction,Daly City,94015,,,
601605,8/23/2012,CLJ206476,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Unknown,M,Other,P,Unknown,No,Unknown,Unknown,Unknown,Not Employed,60.77,19792,Welfare (CAL Works),2,4,6,51,Adult,610 UD-settlement move out,Daly City,94015,,,
601605,7/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Other,S,Unknown,Yes,Yes,Unknown,Unknown,Not Employed,119.40,23988,Social Security Benefits (All Types),3,0,3,43,Adult,,Daly City,94015,,,
601700,10/22/2012,CLJ206828,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,American Indian/Alaska Native & Black/African American,S,No,No,Unknown,Yes,Unknown,Could Not Determine,85.94,9600,Medical Expenses (Amount Paid in Last 30 Days),1,Unknown,1,45,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
601800,8/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,163.22,59952,Employment or Self-Employment,3,4,7,44,Adult,,South San Francisco,94080,6790 FC Other issues,,
601901,7/30/2012,CLJ206352,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,Unknown,No,Unknown,Unknown,Unknown,Employed,168.93,47994,Employment or Self-Employment,5,0,5,58,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
601901,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,Unknown,Unknown,No,Unknown,Yes,Unknown,Not Employed,51.85,10416,State Disability Insurance (SDI),1,2,3,37,Adult,,South San Francisco,94080,,,
601901,8/14/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Employed,92.41,22410,Employment or Self-Employment,1,3,4,41,Adult,,South San Francisco,94080,,,
601901,11/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,No,No,Unknown,Unknown,Unknown,Not Employed,76.91,36000,Employment or Self-Employment,4,6,10,36,Adult,,South San Francisco,94080,,,
601902,11/30/2012,CLJ207083,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,Tagalog,F,Asian: Filipino,M,No,No,Unknown,Unknown,Unknown,Employed,163.44,31200,Employment or Self-Employment,2,1,3,39,Adult,611 UD-settlement pay&stay,South San Francisco,94080,,,
601902,7/23/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,74.23,18000,Spouse/Partner's Income,1,3,4,33,Adult,,South San Francisco,94080,,,
601902,11/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & White,S,No,No,Unknown,Unknown,Unknown,Not Employed,51.34,19968,Child/Spousal Support,2,6,8,44,Adult,,South San Francisco,94080,,,
602000,9/24/2012,CLJ206385,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,American Indian/Alaska Native & Black/African American,S,Unknown,No,Unknown,Unknown,Unknown,Employed,92.66,18616,Employment or Self-Employment,2,1,3,33,Adult,606 UD-lost at trial,South San Francisco,94080,6790 FC Other issues,,
602000,8/24/2012,CLJ206477,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,English,F,Asian & White,DP,Unknown,No,Unknown,Unknown,Unknown,Employed,100.35,20160,Employment or Self-Employment,2,1,3,36,Adult,611 UD-settlement pay&stay,South San Francisco,94080,,,
602000,8/7/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,98.74,32160,Employment or Self-Employment,3,3,6,32,Adult,,South San Francisco,94080,,,
602100,8/20/2012,CLJ206421,6989 Facing Eviction (legacy code),Unknown,Unknown,Pay and stay,Unknown,Unknown,,Spanish,F,Hispanic & Other,M,Unknown,No,Unknown,Unknown,Unknown,Employed,114.04,32400,Employment or Self-Employment,4,1,5,52,Adult,611 UD-settlement pay&stay,South San Francisco,94080,,,
602100,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,American Indian/Alaska Native,M,No,No,Unknown,Unknown,Unknown,Employed,194.87,37200,Employment or Self-Employment,3,Unknown,3,39,Adult,,South San Francisco,94080,,,
602100,11/27/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Black/African American,M,No,No,Unknown,Unknown,Yes,Employed,100.58,19200,Employment or Self-Employment,2,1,3,65,Senior (60+),,South San Francisco,94080,,,
602100,11/30/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,American Indian/Alaska Native & White,M,No,No,Unknown,Unknown,Unknown,Employed,138.29,26400,Employment or Self-Employment,2,1,3,39,Adult,,South San Francisco,94080,,,
602200,7/10/2012,CLJ206236,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & White,Unknown,Unknown,No,Unknown,Unknown,Unknown,Not Employed,90.96,37192,Other/Unknown,5,3,8,60,Senior (60+),610 UD-settlement move out,South San Francisco,94080,,,
602200,7/31/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,23.48,6672,Social Security Benefits (All Types),1,4,5,48,Adult,,South San Francisco,94080,,,
602200,8/13/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,238.92,48000,Employment or Self-Employment,3,0,3,51,Adult,,South San Francisco,94080,,,
602200,8/28/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,No,Unknown,Unknown,Unknown,Employed,135.63,21606,Employment or Self-Employment,2,0,2,47,Adult,,South San Francisco,94080,6990 Other housing,,
602200,9/4/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,235.36,57074,Employment or Self-Employment,2,2,4,32,Adult,,South San Francisco,94080,6990 Other housing,,
602200,10/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Spanish,M,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,114.22,37200,Employment or Self-Employment,4,2,6,44,Adult,,South San Francisco,94080,6790 FC Other issues,,
602200,11/9/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Other,D,No,No,Unknown,Yes,Unknown,Employed,64.75,12360,Employment or Self-Employment,1,2,3,41,Adult,,South San Francisco,94080,,,
602300,7/20/2012,CLJ206303,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,M,Hispanic & Other,D,Unknown,No,Unknown,Unknown,Yes,Self-Employed,101.95,12000,Employment or Self-Employment,1,0,1,72,Senior (60+),610 UD-settlement move out,South San Francisco,94080,,,
602300,9/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Hispanic & Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employed,322.55,64800,Employment or Self-Employment,3,0,3,55,Adult,,South San Francisco,94080,6790 FC Other issues,,
602400,10/22/2012,CLJ206975,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,White,S,No,Yes,Yes,Yes,Unknown,Not Employed,116.03,12960,SSI,1,Unknown,1,45,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
602400,7/6/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Black/African American,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Not Employed,87.56,10306,Social Security Benefits (All Types),1,0,1,45,Adult,606 UD-lost at trial,South San Francisco,94080,,,
602400,11/26/2012,CLJ207022,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,Spanish,F,Hispanic & Other,P,No,No,Unknown,Unknown,Unknown,Not Employed,62.00,8200,Welfare (CAL Works),3,3,6,34,Adult,610 UD-settlement move out,South San Francisco,94080,,,
602400,7/20/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,M,Asian: Filipino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Self-Employed,224.56,73138,Employment or Self-Employment,2,4,6,47,Adult,,South San Francisco,94080,,,
602400,8/24/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,Cantonese,F,Asian: Chinese,W,Unknown,Unknown,Unknown,Yes,Yes,Not Employed,91.76,10800,SSI,1,0,1,84,Senior (60+),,Daly City,94080,,,
602400,11/2/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,Asian: Unspecified,M,No,Yes,Yes,Yes,Yes,Retired,85.94,9600,SSI,1,Unknown,1,77,Senior (60+),,South San Francisco,94080,,,
602500,11/26/2012,,6989 Facing Eviction (legacy code),Unknown,Unknown,,Unknown,Unknown,,English,F,White,DP,No,No,Unknown,Unknown,Unknown,Not Employed,78.12,11820,Child/Spousal Support,2,0,2,52,Adult,,South San Francisco,94080,,,
602600,7/13/2012,CLJ206242,6989 Facing Eviction (legacy code),Unknown,Unknown,Move,Unknown,Unknown,,English,F,Hispanic & White,S,No,Yes,Yes,Yes,Unknown,Not Employed,130.81,30152,Child/Spousal Support,1,3,4,35,Adult,602 Extended time in home before eviction,South San Francisco,94080,,,
